CCMSLIB00001058948,PUIYMUZLKQOUOZ-UHFFFAOYSA-N,C12H18N2O,PUIYMUZLKQOUOZ,206.14118964809052,207.14918964809053,16547,CC(C)c1ccc(NC(=O)N(C)C)cc1
CCMSLIB00000478517,BRLXWEGCLDQJEL-UHFFFAOYSA-N,C44H71N7O11,BRLXWEGCLDQJEL,873.5204325440905,874.5284325440905,7,CCCCCCCCCCC(C)C1CC(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)O1
washington_0539,DANYIYRPLHHOCZ-UHFFFAOYSA-N,C16H12O5,DANYIYRPLHHOCZ,284.06780000000003,285.0758,1137,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1
CCMSLIB00003134547,WCNLFPKXBGWWDS-UHFFFAOYSA-N,C15H10O6,WCNLFPKXBGWWDS,286.04701449209057,287.05501449209055,420,O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12
mona_41,IOYNQIMAUDJVEI-UHFFFAOYSA-N,C17H24ClNO4,IOYNQIMAUDJVEI,341.13870000000003,342.1467,641,CCC(=NOCC=CCl)C1=C(O)CC(C2CCOCC2)CC1=O
CCMSLIB00000085239,VIKNJXKGJWUCNN-UHFFFAOYSA-N,C20H26O2,VIKNJXKGJWUCNN,298.19347700000003,299.201477,2640,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
CCMSLIB00001059045,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,C20H23N3O2,VGPIBGGRCVEHQZ,337.1783034280906,338.1863034280906,12391,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1
mona_2754,BVQDZSFUVFXFCD-UHFFFAOYSA-N,C17H11ClF3NO3,BVQDZSFUVFXFCD,369.037379638672,370.045379638672,126,COc1ccc(-c2onc(C(F)(F)F)c2-c2ccc(Cl)cc2)c(O)c1
CCMSLIB00003136608,NJGXXYLPDMMFJB-UHFFFAOYSA-N,C17H34N4O4,NJGXXYLPDMMFJB,358.25728202009054,359.2652820200905,169,CCC(C)C(N)C(=O)NC(C(=O)NC(CCCCN)C(=O)O)C(C)C
CCMSLIB00005465927,CEMZGPKUKMFNNF-UHFFFAOYSA-N,C33H49NO5,CEMZGPKUKMFNNF,521.3497854360905,522.3577854360906,145,CC(CCC(=O)NC(Cc1ccccc1)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
CCMSLIB00000085331,VWVSBHGCDBMOOT-UHFFFAOYSA-N,C22H29FO4,VWVSBHGCDBMOOT,376.2042640800906,377.21226408009056,116,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO
CCMSLIB00000846918,YUXUTEAAGHFKKH-UHFFFAOYSA-N,C25H39NO6,YUXUTEAAGHFKKH,449.27701442009055,450.28501442009053,265,COC(=O)C=CC(O)C(O)CCC(C)=CC1C=C(C)C(C)C2C(CC(C)C)NC(=O)C12O
CCMSLIB00003137352,FBTYOQIYBULKEH-UHFFFAOYSA-N,C17H19N5O3,FBTYOQIYBULKEH,341.1480659200905,342.1560659200905,3859,NC(Cc1cnc[nH]1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
CCMSLIB00000850746,DJDISCKFJXDADJ-UHFFFAOYSA-N,C21H32O11,DJDISCKFJXDADJ,461.1972873920905,478.2282873920905,82,CC(CCc1ccc(O)cc1)OC1OC(COC2OC(CO)C(O)C2O)C(O)C(O)C1O
CCMSLIB00000080103,LPMKRELFHFSDTK-UHFFFAOYSA-N,C13H16N2O2,LPMKRELFHFSDTK,232.12099999999998,233.129,18879,COc1ccc2[nH]cc(C(=O)CN(C)C)c2c1
CCMSLIB00005464896,RFZOTNNDUHYGNN-UHFFFAOYSA-N,C24H38O4,RFZOTNNDUHYGNN,372.2657214640906,373.27372146409056,1873,CC(C=CC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
fiocruz_0061,HCJXEOFLVIFFDG-UHFFFAOYSA-N,C12H17NO2,HCJXEOFLVIFFDG,207.12520523609052,208.13320523609053,16205,CCN(CC)C(=O)c1ccc(OC)cc1
CCMSLIB00001058379,FYZBOYWSHKHDMT-UHFFFAOYSA-N,C20H30N2O5S,FYZBOYWSHKHDMT,410.18676376009046,433.17676376009047,1225,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C
mona_2700,QFPXBVYGCDAYMW-UHFFFAOYSA-N,C21H21N7O,QFPXBVYGCDAYMW,387.180120930369,388.188120930369,1519,COc1cc(C2=NCCN2)ccc1-c1cn(-c2cccc(C3=NCCN3)c2)nn1
CCMSLIB00000852272,RKSBJQZDPAGEQW-UHFFFAOYSA-N,C23H28O7,RKSBJQZDPAGEQW,416.18277968809053,417.1907796880905,565,COc1cc(C2OC(c3cc(OC)c4c(c3)OCO4)C(C)C2C)cc(OC)c1OC
CCMSLIB00001058989,BZMIHNKNQJJVRO-UHFFFAOYSA-N,C18H18ClNO5,BZMIHNKNQJJVRO,363.0865710560905,386.07657105609053,968,CCON=C(OC(=O)c1ccccc1)c1c(OC)ccc(Cl)c1OC
CCMSLIB00001058881,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,C20H23N3O2,VGPIBGGRCVEHQZ,337.1783034280906,338.1863034280906,12391,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1
CCMSLIB00000079555,DFMAXQKDIGCMTL-UHFFFAOYSA-N,C13H10O5,DFMAXQKDIGCMTL,246.05034999999998,247.05835,645,COc1c2ccoc2c(OC)c2oc(=O)ccc12
CCMSLIB00000068232,ZVXLOXYROPHNQQ-UHFFFAOYSA-N,C22H29NO4,ZVXLOXYROPHNQQ,371.2089348600906,372.2169348600906,2941,C#CCCCC(O)C(C)(C)C(=O)N1C(=O)OC(C)(C)C1Cc1ccccc1
CCMSLIB00000854059,YJXDGWUNRYLINJ-UHFFFAOYSA-N,C28H34O7,YJXDGWUNRYLINJ,483.2332789760905,500.2642789760905,346,CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C
CCMSLIB00000845082,UPEZCKBFRMILAV-UHFFFAOYSA-N,C27H44O6,UPEZCKBFRMILAV,464.3130655800905,465.3210655800905,320,CC(C(O)CCC(C)(C)O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C
CCMSLIB00000077065,FZCHYNWYXKICIO-UHFFFAOYSA-N,C26H38O6,FZCHYNWYXKICIO,446.26611538809055,447.27411538809054,639,CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
CCMSLIB00000079957,LKZDFKLGDGSGEO-UHFFFAOYSA-N,C27H30O16,LKZDFKLGDGSGEO,610.1529999999999,611.161,212,O=c1c(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
CCMSLIB00000478506,IRTSNPJRIJTNNN-UHFFFAOYSA-N,C32H30O14,IRTSNPJRIJTNNN,638.1628320920904,639.1708320920904,68,COC(=O)C1(C2OC(=O)CC2C)CC(=O)c2c(ccc(-c3ccc4c(c3O)C(O)=C3C(=O)CC(C)C(O)C3(C(=O)OC)O4)c2O)O1
